kreiskey1882,county,rb,occ1882_se_min_pr,occ1882_emp_min_pr,occ1882_se_sto_pr,occ1882_emp_sto_pr,occ1882_se_met_pr,occ1882_emp_met_pr,occ1882_se_eng_pr,occ1882_emp_eng_pr,occ1882_se_che_pr,occ1882_emp_che_pr,occ1882_se_lum_pr,occ1882_emp_lum_pr,occ1882_se_tex_pr,occ1882_emp_tex_pr,occ1882_se_pap_pr,occ1882_emp_pap_pr,occ1882_se_woo_pr,occ1882_emp_woo_pr,occ1882_se_foo_pr,occ1882_emp_foo_pr,occ1882_se_clo_pr,occ1882_emp_clo_pr,occ1882_se_bui_pr,occ1882_emp_bui_pr,occ1882_se_pri_pr,occ1882_emp_pri_pr,occ1882_se_art_pr,occ1882_emp_art_pr,occ1882_se_min_cat,occ1882_emp_min_cat,occ1882_se_sto_cat,occ1882_emp_sto_cat,occ1882_se_met_cat,occ1882_emp_met_cat,occ1882_se_eng_cat,occ1882_emp_eng_cat,occ1882_se_che_cat,occ1882_emp_che_cat,occ1882_se_lum_cat,occ1882_emp_lum_cat,occ1882_se_tex_cat,occ1882_emp_tex_cat,occ1882_se_pap_cat,occ1882_emp_pap_cat,occ1882_se_woo_cat,occ1882_emp_woo_cat,occ1882_se_foo_cat,occ1882_emp_foo_cat,occ1882_se_clo_cat,occ1882_emp_clo_cat,occ1882_se_bui_cat,occ1882_emp_bui_cat,occ1882_se_pri_cat,occ1882_emp_pri_cat,occ1882_se_art_cat,occ1882_emp_art_cat,occ1882_se_min_jew,occ1882_emp_min_jew,occ1882_se_sto_jew,occ1882_emp_sto_jew,occ1882_se_met_jew,occ1882_emp_met_jew,occ1882_se_eng_jew,occ1882_emp_eng_jew,occ1882_se_che_jew,occ1882_emp_che_jew,occ1882_se_lum_jew,occ1882_emp_lum_jew,occ1882_se_tex_jew,occ1882_emp_tex_jew,occ1882_se_pap_jew,occ1882_emp_pap_jew,occ1882_se_woo_jew,occ1882_emp_woo_jew,occ1882_se_foo_jew,occ1882_emp_foo_jew,occ1882_se_clo_jew,occ1882_emp_clo_jew,occ1882_se_bui_jew,occ1882_emp_bui_jew,occ1882_se_pri_jew,occ1882_emp_pri_jew,occ1882_se_art_jew,occ1882_emp_art_jew,occ1882_se_min_tot,occ1882_emp_min_tot,occ1882_se_sto_tot,occ1882_emp_sto_tot,occ1882_se_met_tot,occ1882_emp_met_tot,occ1882_se_eng_tot,occ1882_emp_eng_tot,occ1882_se_che_tot,occ1882_emp_che_tot,occ1882_se_lum_tot,occ1882_emp_lum_tot,occ1882_se_tex_tot,occ1882_emp_tex_tot,occ1882_se_pap_tot,occ1882_emp_pap_tot,occ1882_se_woo_tot,occ1882_emp_woo_tot,occ1882_se_foo_tot,occ1882_emp_foo_tot,occ1882_se_clo_tot,occ1882_emp_clo_tot,occ1882_se_bui_tot,occ1882_emp_bui_tot,occ1882_se_pri_tot,occ1882_emp_pri_tot,occ1882_se_art_tot,occ1882_emp_art_tot
200,"OPPELN","OPP",1,18,15,72,50,121,17,27,2,5,3,1,139,94,17,16,67,87,72,155,292,112,42,193,3,20,0,0,5,88,25,1258,160,319,100,99,2,5,10,26,61,23,36,73,262,501,227,1159,932,505,57,1587,1,15,3,0,0,0,2,2,1,1,0,0,2,3,0,0,2,1,0,0,0,0,39,22,13,1,1,1,0,0,0,0,6,106,42,1332,211,441,117,126,6,13,13,27,202,118,53,89,329,588,338,1336,1237,618,100,1781,4,35,3,0
201,"GROSS STREHLITZ","OPP",0,26,2,20,18,14,4,4,0,2,0,1,23,2,2,5,19,5,9,41,41,15,8,13,1,2,0,1,0,793,10,1027,114,160,56,82,4,29,2,4,52,26,40,41,131,138,209,457,704,408,43,877,3,4,3,1,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,8,17,5,1,0,0,0,0,0,0,819,16,1049,132,174,60,88,4,31,2,5,75,28,42,46,150,143,232,506,762,428,52,890,4,6,3,2
202,"LUBLINITZ","OPP",0,3,0,2,7,6,2,1,3,0,1,0,0,1,1,4,7,10,13,18,28,8,6,32,0,1,0,0,1,221,6,42,77,113,25,10,1,4,11,3,15,14,21,9,90,106,76,123,308,157,20,227,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,1,0,20,10,13,5,2,3,0,0,0,0,1,224,6,44,85,119,27,11,4,5,12,3,16,15,24,14,98,116,109,151,349,170,28,262,1,5,0,0
203,"TOST-GLEIWITZ","OPP",4,65,6,22,17,92,14,39,6,5,5,6,3,4,9,9,20,23,20,61,73,45,30,46,3,14,2,1,1,3101,15,583,226,716,58,139,3,18,3,45,34,20,47,76,250,377,266,595,1042,672,75,1457,3,48,2,8,5,3,4,2,14,6,0,2,1,2,0,0,5,0,6,1,5,1,46,31,54,15,6,0,3,1,1,0,10,3169,25,607,257,814,72,180,10,25,8,51,42,24,62,86,275,401,332,687,1169,732,111,1503,9,63,5,9
204,"TARNOWITZ","OPP",6,148,1,5,6,13,6,2,1,0,0,3,1,0,2,10,5,4,5,18,31,15,16,52,1,2,0,0,3,7497,3,243,62,114,20,25,2,7,1,17,7,6,13,75,63,78,81,129,273,136,23,620,1,1,0,0,2,3,2,0,1,0,0,0,0,0,1,1,1,0,2,3,2,0,15,14,7,5,4,7,0,0,0,0,11,7648,6,248,69,127,26,27,3,7,2,21,9,6,17,88,70,82,101,161,311,156,43,679,2,3,0,0
205,"BEUTHEN","OPP",18,1184,2,71,22,121,12,41,5,7,1,9,4,1,10,12,33,45,31,61,125,50,38,197,4,23,0,1,21,21939,18,913,139,777,52,148,9,17,8,36,25,17,46,83,144,222,246,531,1209,728,81,1586,5,47,1,0,5,3,6,4,27,19,3,2,0,2,1,1,2,1,5,1,10,6,47,23,71,38,15,9,2,3,1,50,44,23126,26,988,188,917,67,191,14,26,10,46,31,19,61,96,187,273,324,615,1405,817,134,1792,11,73,2,1
206,"ZABRZE","OPP",4,407,1,2,4,17,2,23,4,2,1,1,0,3,1,1,4,5,10,23,39,9,12,27,0,1,0,1,17,9738,4,184,43,212,14,160,1,3,1,19,5,7,14,12,53,78,108,217,399,178,16,453,1,6,1,1,0,2,1,0,4,3,1,1,0,1,0,0,2,0,1,0,0,0,16,5,9,5,3,1,0,0,0,0,21,10147,6,186,51,232,17,184,5,6,2,20,7,10,16,13,57,83,134,245,447,192,31,481,1,7,1,2
207,"KATTOWITZ","OPP",13,559,6,31,21,80,11,72,5,12,1,4,1,4,6,11,11,29,26,40,107,40,15,131,1,7,0,1,7,16640,8,785,93,589,27,337,4,118,4,17,13,55,29,38,118,211,207,386,787,432,54,1229,3,27,0,1,1,6,2,1,10,6,3,5,3,3,3,2,5,0,2,0,9,6,59,32,85,39,27,0,2,4,0,0,21,17205,16,817,124,675,41,414,12,133,8,23,19,59,37,49,138,246,292,458,979,511,96,1360,6,38,0,2
208,"PLESS","OPP",3,107,0,20,12,33,5,13,3,4,5,4,21,2,6,7,14,15,12,41,67,18,20,69,1,6,1,0,3,3136,22,401,136,221,87,95,2,56,0,31,34,3,26,54,123,187,138,263,554,271,30,819,1,16,2,0,0,1,5,5,0,0,0,0,0,1,0,1,1,0,0,0,0,1,38,14,28,4,4,0,0,0,0,0,6,3244,27,426,148,254,92,108,5,61,5,36,56,5,32,61,137,203,188,318,649,293,54,888,2,22,3,0
209,"RYBNIK","OPP",3,39,0,11,9,11,3,3,3,6,0,2,5,3,5,3,5,9,6,14,17,9,20,31,1,2,0,1,4,1796,20,204,144,168,58,33,9,91,2,12,101,44,35,95,225,184,195,272,776,354,32,704,2,8,1,0,4,0,0,0,6,3,0,0,1,2,1,1,3,0,4,3,1,0,23,9,18,5,9,1,0,0,0,0,11,1835,20,215,159,182,61,36,13,99,3,15,109,47,44,101,231,193,224,296,811,368,61,736,3,10,1,1
210,"RATIBOR","OPP",3,10,3,37,15,58,6,48,2,5,2,6,3,7,9,7,21,18,15,56,68,45,25,29,2,13,1,3,1,1292,10,594,241,732,104,310,9,74,3,113,295,99,77,233,401,491,377,1542,1551,1100,98,3423,5,41,5,15,0,1,0,0,3,2,1,2,0,4,1,0,3,0,5,1,0,3,23,18,23,9,4,0,1,0,0,0,4,1303,13,631,259,792,111,360,11,83,6,119,301,106,92,241,422,512,415,1616,1642,1154,127,3452,8,54,6,18
211,"KOSEL","OPP",0,9,2,6,15,17,6,93,2,3,3,3,4,0,8,7,17,18,13,38,87,22,14,20,2,4,0,0,0,115,11,224,134,159,62,22,3,6,3,7,30,6,39,52,191,189,201,426,594,283,53,1331,1,4,0,1,0,0,0,0,0,1,0,0,1,0,1,3,1,0,0,0,1,0,6,4,1,0,0,2,0,0,0,0,0,124,13,230,149,177,68,115,6,9,7,13,35,6,47,59,209,207,220,468,682,305,67,1353,3,8,0,1
212,"LEOBSCHUTZ","OPP",0,0,3,32,22,11,9,16,3,1,0,2,57,63,4,2,23,20,32,38,65,34,18,207,0,8,1,1,1,2,34,267,218,246,99,116,6,17,3,17,1658,1358,86,76,275,274,304,662,1345,768,102,1905,4,13,3,1,0,0,0,0,0,0,1,0,0,1,1,0,14,5,0,0,1,0,19,7,6,1,0,2,0,1,1,0,1,2,37,299,240,257,109,132,9,19,4,19,1729,1427,90,78,299,294,355,707,1416,803,120,2114,4,22,5,2
213,"NEUSTADT","OPP",0,0,1,7,16,23,13,15,1,7,3,4,92,308,6,7,32,19,27,46,195,100,9,94,2,2,1,1,1,2,31,283,207,197,87,77,9,18,9,27,833,1788,80,95,325,221,250,505,2025,1146,84,1132,3,17,2,3,0,0,0,0,0,1,0,0,2,0,0,0,8,0,0,0,1,0,10,5,12,2,3,2,1,1,0,0,1,2,32,290,223,221,100,92,12,25,12,31,934,2096,86,102,358,240,287,556,2234,1248,96,1228,6,20,3,4
214,"FALKENBERG","OPP",0,13,4,79,27,29,23,24,2,6,0,0,31,6,5,9,37,21,50,61,150,71,6,119,0,1,0,0,0,46,4,141,63,75,35,60,0,4,1,2,88,25,21,15,118,93,88,138,369,138,19,340,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,59,8,220,90,104,58,84,2,10,1,2,119,31,26,24,155,114,140,202,519,209,25,459,1,4,0,0
215,"NEISSE","OPP",0,1,6,32,29,39,11,32,5,9,4,5,14,10,11,16,22,36,27,72,168,53,17,56,5,16,1,5,0,7,35,560,236,447,136,162,4,93,7,24,644,733,97,150,412,560,437,903,2128,1104,136,1539,7,42,3,8,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,9,6,3,3,1,0,0,2,0,0,0,8,41,592,265,486,150,194,9,102,11,29,659,744,108,166,434,597,473,981,2299,1160,154,1595,12,60,4,13
216,"GROTTKAU","OPP",0,0,2,16,15,19,9,15,2,2,0,3,6,1,6,4,10,29,20,55,73,27,10,32,2,4,0,0,1,1,11,129,117,166,69,93,0,1,2,6,62,23,48,51,155,142,178,339,780,399,68,786,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,1,13,145,132,185,79,108,3,3,2,10,68,24,54,55,165,171,201,396,854,426,78,818,3,11,0,0
217,"OSTERBURG","MAG",0,7,43,157,138,157,90,72,7,4,0,0,67,13,49,68,200,156,233,310,808,361,119,828,4,12,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,2,3,1,58,1,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,7,43,161,138,159,90,72,7,4,0,0,67,13,49,70,204,161,234,368,814,364,121,833,4,13,3,0
218,"SALZWEDEL","MAG",1,11,49,176,166,171,101,68,9,24,1,1,143,126,62,69,288,219,210,285,902,423,114,859,4,24,3,4,0,0,1,2,1,5,1,1,1,1,0,0,1,2,0,4,2,2,4,4,11,1,3,3,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,11,50,178,170,176,103,69,10,25,1,1,144,128,62,73,290,221,214,290,916,427,117,862,4,25,3,4
219,"GARDELEGEN","MAG",1,3,55,234,173,208,102,95,12,10,9,11,233,63,50,28,303,267,273,379,897,461,115,1145,4,9,3,1,0,5,0,4,0,2,1,0,1,0,0,0,2,0,0,1,3,6,2,5,9,6,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,8,55,238,173,210,103,95,13,10,9,11,235,63,50,29,306,273,275,384,908,467,118,1159,4,9,3,1
220,"STENDAL","MAG",1,27,60,258,183,694,102,395,11,9,3,13,146,28,73,77,283,315,294,654,1113,513,169,1418,5,25,2,2,0,0,0,5,3,16,1,15,1,0,0,0,0,1,1,2,0,8,2,13,18,12,3,21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,27,60,263,187,710,104,411,12,9,3,13,146,29,74,79,283,324,296,667,1133,528,172,1439,6,27,2,2
221,"JERICHOW I","MAG",1,8,69,1127,225,353,139,189,11,20,7,41,206,599,92,164,351,526,434,717,1529,906,143,1535,8,28,3,15,0,0,0,88,9,15,2,3,0,1,0,3,6,22,0,3,13,24,3,21,22,25,2,17,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,69,1216,237,370,142,192,11,21,7,44,217,632,92,167,369,560,437,743,1565,944,145,1561,9,29,3,16
222,"JERICHOW II","MAG",3,25,124,1359,159,183,103,168,10,3,3,2,204,42,41,55,275,253,297,414,913,307,110,1161,1,5,2,2,0,0,0,54,1,2,1,2,0,1,0,0,6,0,2,2,0,3,2,11,5,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,3,25,124,1416,161,185,104,170,10,4,3,2,210,42,44,59,276,256,299,425,922,311,113,1172,1,5,2,2
223,"KALBE","MAG",13,3060,54,764,252,547,117,392,31,1314,10,72,106,480,99,212,373,531,491,1184,1506,721,164,2056,13,71,1,1,0,191,2,25,4,20,4,16,3,58,0,2,2,11,2,10,4,12,4,54,29,14,2,33,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,2,1,0,1,0,0,0,13,3251,56,791,257,568,121,409,35,1374,10,74,108,493,101,222,379,545,496,1239,1543,743,168,2096,14,72,1,1
224,"WANZLEBEN","MAG",3,689,42,503,177,566,117,619,11,129,3,6,107,38,80,157,275,210,433,1072,1087,522,214,2451,3,11,0,1,0,187,1,113,6,22,5,20,1,0,0,0,12,8,3,12,7,4,6,178,58,43,10,245,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,877,43,617,184,589,123,642,12,130,3,6,120,49,83,169,282,214,440,1251,1149,565,224,2696,3,11,0,1
225,"MAGDEBURG","MAG",7,29,62,698,381,2418,245,3018,34,269,42,197,120,453,249,720,646,1664,633,3024,4386,2017,405,3101,69,567,30,120,0,3,3,42,18,172,12,167,3,30,0,17,3,47,9,45,30,73,19,223,227,97,22,228,2,16,3,7,0,0,0,0,3,1,1,1,0,0,0,0,0,0,4,4,3,1,14,7,22,9,2,0,1,1,2,0,7,32,66,744,406,2617,263,3227,37,299,42,215,127,505,265,774,694,1766,672,3285,4712,2138,438,3351,72,592,36,129
226,"WOLMIRSTEDT","MAG",1,26,31,370,140,250,94,89,5,3,3,3,198,240,46,123,246,163,340,510,881,301,142,1527,1,6,2,1,0,0,0,41,4,7,2,1,1,0,0,1,12,11,0,3,3,1,9,32,12,3,2,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,0,0,0,0,1,26,31,411,144,258,96,90,6,3,3,4,211,253,48,126,250,165,349,542,897,306,144,1553,1,6,2,1
227,"NEUHALDENSLEBEN","MAG",12,519,79,1143,168,303,117,94,4,9,1,3,249,49,59,80,263,227,381,551,1055,623,148,1552,4,27,3,11,0,97,1,182,0,19,0,4,2,1,0,0,22,2,0,4,10,5,1,66,23,36,3,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,12,616,80,1325,168,322,117,98,6,10,1,3,272,51,59,84,274,232,382,617,1079,662,151,1620,4,28,3,11
228,"OSCHERSLEBEN","MAG",4,468,45,375,151,296,94,139,7,11,4,2,256,46,59,106,255,201,308,673,887,431,125,1678,3,9,2,2,0,87,4,72,3,28,4,12,3,4,0,1,9,7,2,9,16,14,9,141,84,68,12,153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,3,0,0,0,0,0,0,4,555,49,447,154,324,98,151,10,16,4,3,266,53,61,115,271,215,320,815,974,502,137,1832,3,9,2,2
229,"ASCHERSLEBEN","MAG",12,1149,43,398,230,775,119,229,15,97,21,60,201,456,103,263,366,418,373,828,1650,828,152,1881,16,71,5,6,1,48,2,8,5,25,1,4,1,28,0,2,11,9,3,4,10,9,5,27,51,38,12,54,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,2,0,0,0,0,0,0,13,1197,45,406,235,800,120,233,16,125,21,62,212,470,106,268,379,428,378,855,1708,871,164,1938,17,75,5,6
230,"HALBERSTADT","MAG",3,5,17,183,201,542,114,425,18,25,8,18,215,89,120,363,343,398,413,1137,1772,1082,162,1798,12,60,8,16,1,1,1,38,10,28,6,45,0,6,0,3,8,1,6,35,24,33,16,126,131,86,10,122,1,5,1,1,0,0,0,0,0,0,1,0,3,0,0,0,2,0,1,1,0,0,4,2,7,6,1,0,2,2,0,0,4,6,18,222,211,570,121,470,21,31,8,21,226,90,128,399,370,432,434,1271,1919,1174,176,1925,15,67,9,17
231,"WERNIGERODE","MAG",3,112,18,160,92,452,50,206,10,8,2,8,72,44,40,78,174,313,167,453,539,239,73,644,7,25,6,11,1,0,0,0,2,6,0,1,0,0,0,0,0,3,0,3,0,2,2,10,4,9,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,112,18,160,94,458,50,207,10,9,2,8,72,47,40,81,174,315,169,463,543,249,75,646,7,26,6,11
232,"LIEBENWERDA","MER",7,952,41,276,170,252,86,104,9,6,3,1,93,25,72,57,281,207,268,298,773,489,103,960,5,12,4,10,0,2,0,9,2,1,0,2,0,0,1,0,0,0,1,3,3,5,4,5,9,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,954,41,285,172,253,86,106,9,6,4,1,93,25,73,60,284,212,272,303,782,493,103,966,5,12,4,10
233,"TORGAU","MER",0,5,48,271,199,191,104,76,10,13,7,5,102,28,95,73,222,156,320,380,971,391,108,1346,9,24,4,4,0,0,3,3,0,6,0,0,0,0,0,0,0,0,2,2,0,9,3,10,7,9,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51,274,199,197,104,76,10,13,7,5,102,28,97,75,223,165,323,390,979,400,110,1351,9,26,4,4
234,"SCHWEINITZ","MER",0,3,45,134,144,145,82,49,5,4,7,11,122,36,59,47,166,116,231,203,795,515,85,735,4,7,4,7,0,0,0,1,5,4,1,1,1,0,0,0,1,0,1,2,1,4,2,4,10,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,135,149,149,83,50,6,4,7,11,123,36,60,49,167,120,233,207,805,521,86,737,4,7,4,7
235,"WITTENBERG","MER",8,75,84,446,192,206,100,103,11,20,8,6,260,159,99,115,283,282,381,472,1094,481,145,1245,6,55,6,12,0,0,0,33,9,7,1,1,1,0,1,0,4,2,2,8,1,8,3,12,15,17,6,3,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,75,86,479,201,214,101,104,12,21,9,6,266,162,101,123,285,291,385,490,1115,501,151,1250,7,57,6,12
236,"BITTERFELD","MER",10,1152,39,875,199,246,103,110,18,17,9,19,214,188,97,139,265,213,389,435,1019,449,138,1246,11,74,6,5,1,243,0,13,2,8,1,3,1,1,0,0,0,5,1,5,6,1,2,6,7,9,0,8,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1396,39,888,203,255,104,113,19,18,9,19,214,193,98,144,271,214,391,441,1027,458,138,1254,11,78,6,6
237,"SAALKREIS","MER",16,1324,37,1198,215,575,114,400,17,171,4,57,41,354,71,384,201,250,436,805,950,385,122,2770,2,27,1,5,2,14,1,21,5,25,1,6,4,4,0,1,0,5,1,1,0,5,0,18,8,5,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,18,1339,38,1219,220,600,115,408,21,175,4,58,41,359,72,385,201,255,437,824,960,390,123,2803,3,27,1,5
238,"HALLE","MER",29,144,29,151,258,1756,189,821,22,34,19,45,91,131,143,326,344,786,311,1121,2157,1086,288,1879,35,304,22,46,1,4,0,8,6,100,7,33,0,3,0,3,2,4,3,8,13,39,11,88,80,61,8,50,0,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,2,3,10,2,2,1,2,0,0,0,30,148,29,160,266,1860,197,857,23,38,19,48,95,135,147,335,361,826,324,1213,2251,1153,299,1932,37,319,24,46
239,"DELITZSCH","MER",1,30,34,271,258,368,123,128,7,13,6,15,144,537,97,96,259,332,612,753,1355,495,129,1742,5,25,19,40,0,1,0,4,8,15,1,6,0,0,0,0,1,14,1,5,2,4,4,19,13,12,1,9,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,31,34,275,266,383,124,134,7,13,6,15,145,553,99,101,261,336,622,772,1369,511,130,1751,6,25,23,44
240,"MANSFELDER GEBIRGSKR","MER",5,6278,22,183,137,201,78,240,10,41,5,3,89,12,67,88,287,189,289,298,725,380,120,1133,11,16,2,3,0,1091,0,2,2,5,0,1,1,2,0,0,0,0,0,4,1,1,2,10,6,9,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,5,7370,22,185,139,206,78,241,11,43,5,3,89,12,67,92,288,190,291,309,733,390,121,1157,11,16,2,3
241,"MANSFELDER SEEKREIS","MER",12,5564,45,637,221,380,92,183,12,18,3,98,66,34,94,85,272,272,423,752,1299,708,233,2213,10,44,1,0,2,821,1,71,4,14,3,2,3,2,0,7,0,0,0,3,5,17,3,51,35,24,2,105,1,1,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0,1,0,0,0,0,14,6391,46,708,227,394,96,188,15,20,3,105,66,34,94,88,277,289,427,804,1341,734,235,2323,11,45,1,0
242,"SANGERHAUSEN","MER",4,1493,50,243,211,423,130,132,17,41,7,7,221,97,82,75,294,215,377,686,1332,623,163,1988,9,25,2,6,0,6,0,11,1,9,1,1,0,2,0,0,2,1,1,4,2,6,0,19,7,9,5,34,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1499,51,254,212,432,131,133,17,43,7,7,225,98,83,79,296,221,377,706,1341,632,168,2022,10,26,2,7
243,"ECKARTSBERGA","MER",2,1,25,107,131,144,82,65,5,6,1,2,143,20,78,42,170,130,222,210,677,304,86,993,5,13,1,1,0,0,0,0,2,1,0,2,1,0,1,0,0,0,0,1,0,1,1,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,25,107,133,145,82,67,6,6,2,2,143,20,78,43,170,131,223,210,680,307,87,994,5,13,1,1
244,"QUERFURT","MER",3,262,69,512,201,240,104,103,10,7,4,3,98,21,93,82,233,164,342,656,1045,449,107,1700,5,13,6,2,0,4,0,10,3,2,2,4,0,1,0,0,1,0,3,1,0,4,3,17,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,266,69,522,205,242,106,107,10,8,4,3,99,21,96,83,233,168,345,674,1049,454,107,1702,5,13,6,2
245,"MERSEBURG","MER",6,605,45,515,259,496,136,212,12,28,14,70,66,63,147,353,274,289,402,698,1450,607,179,2095,10,60,6,6,0,3,0,9,12,24,3,5,1,2,0,2,3,4,2,11,4,7,2,69,23,27,3,20,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,608,45,524,272,520,140,218,13,30,14,72,69,67,149,365,279,296,404,769,1475,634,182,2115,12,62,6,6
246,"WEISSENFELS","MER",23,2382,90,668,240,505,112,124,16,35,18,689,62,44,134,251,271,360,377,729,2074,1566,187,1945,11,32,4,11,0,11,0,7,1,11,1,2,1,1,0,13,0,3,2,9,5,12,5,16,40,38,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,23,2393,90,676,241,517,113,126,17,36,18,702,62,47,136,261,277,372,383,745,2118,1605,192,1981,11,32,4,11
247,"NAUMBURG","MER",1,50,28,146,87,147,51,60,6,7,2,7,79,74,52,70,193,316,160,318,888,334,112,893,10,115,5,3,0,0,0,3,1,6,0,1,0,1,0,0,1,2,0,4,4,8,6,6,17,9,3,6,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,28,149,88,153,52,61,6,8,2,7,80,76,52,74,199,325,166,325,908,343,115,899,12,119,5,4
248,"ZEITZ","MER",4,622,68,458,167,537,116,542,11,19,12,174,199,347,61,111,247,470,250,831,1142,543,118,1413,11,37,13,54,0,6,0,2,1,9,2,7,0,1,0,4,2,1,0,6,1,12,3,15,6,5,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4,628,68,460,168,547,119,549,11,21,12,178,201,348,61,117,248,482,254,847,1149,549,118,1414,11,39,13,56
249,"NORDHAUSEN","ERF",0,1,8,53,83,382,33,107,3,7,7,25,35,224,44,164,165,313,297,1179,706,421,104,635,7,83,8,43,0,0,0,5,7,19,0,5,1,0,0,2,2,16,4,14,13,12,7,51,40,18,4,35,1,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,7,5,5,1,0,0,0,0,1,0,0,1,8,58,92,403,38,113,4,7,7,27,56,249,50,179,183,327,322,1238,759,443,108,671,10,88,10,51
250,"NORDHAUSEN","ERF",2,25,16,112,126,197,59,54,14,61,3,12,1603,1088,32,89,227,184,184,456,604,313,81,1009,3,4,2,0,0,1,5,20,6,5,0,3,0,0,0,0,25,10,0,0,1,3,2,15,20,9,4,21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,11,0,1,0,0,0,1,3,2,0,0,0,0,0,0,2,26,21,132,132,202,60,57,14,61,3,12,1641,1110,32,90,228,187,187,473,627,324,85,1030,3,4,3,0
